0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
0.0,0.010724232,-0.012359899,-0.027435165,-0.024465488,-0.018701082,-0.030215137,-0.020237714,-0.018823933,-0.030033257,-0.025337147,-0.020834329,-0.021149578,-0.028170256,-0.030932076,-0.021960415,-0.016640067,-0.019551199,-0.044253476,-0.021249216,0.0014408696,-0.005497018,0.007595828,0.00782014,-0.012739264,-0.008406913,-0.022380065,-0.03344748,-0.023485454,-0.014237151,-0.017950367,-0.0115476055,-0.0075478256,-0.0023825266,0.005073021,0.018630775,0.025483191,0.009573992,0.009382475,0.014390612,0.0089440495,-0.008473659,-0.003109837,-0.019985197,-0.030003455,-0.024383662,-0.018984478,-0.013304058,-0.027827878,-0.029310418,-0.019154046,0.000635745,0.008576456,-0.0013576066,-0.01412072,-0.0030961037,0.008905373,0.007396714,-0.0050127814,-0.0074129347,-0.019111287,-0.016225975,-0.017719572,-0.02450928,-0.028364014,-0.040359177,-0.030549716,-0.064972825,-0.05194858,-0.06013129,-0.07372543,-0.08456365,-0.08006188,-0.092686325,-0.07271266,-0.07621757,-0.066860855,-0.056210347,-0.06541416,-0.058593743,-0.066900685,-0.06884191,-0.08192418,-0.09104931,-0.11802018,-0.11636207,-0.11449163
0.0,0.004661113,0.004930595,0.01804307,0.009600155,0.005299542,0.008437283,0.021941435,0.0027635042,-0.00039339624,-0.02702579,-0.021908363,-0.029542662,-0.019923743,-0.03138525,-0.03790146,-0.02416002,-0.02365877,-0.024062786,-0.013091512,-0.0032610549,-0.0031730686,-0.008743201,-0.023892213,-0.02238211,-0.03166224,-0.028021213,-0.02938362,-0.025222328,-0.024544016,-0.01500544,-0.02407334,-0.03183164,-0.043131795,-0.048568908,-0.037447616,-0.043759845,-0.047856864,-0.078835286,-0.090043485,-0.09684978,-0.09117672,-0.104968235,-0.09126032,-0.111450076,-0.09745151,-0.095702685,-0.12289765,-0.1323297,-0.15780933,-0.13782418,-0.14269948,-0.14463584,-0.15704918,-0.16698493,-0.17887442,-0.2061756,-0.21014366,-0.2173717,-0.21760273,-0.22487494,-0.221325,-0.2198631,-0.22696896,-0.24622776,-0.24324936,-0.2557994,-0.25004876,-0.23349285,-0.25430188,-0.27036437,-0.26182103,-0.26925242,-0.26854137,-0.29837355,-0.28504965,-0.29487208,-0.29063538,-0.29491568,-0.28131244,-0.27799234,-0.28109315,-0.27025175,-0.27241993,-0.27446973,-0.2537391,-0.24798521
0.0,-0.013501527,-0.026823575,-0.011964839,-0.015686575,-0.010154763,-0.018744279,-0.009800792,-0.023457972,-0.019680806,-0.025408626,-0.036147177,-0.04228865,-0.027462859,-0.017845504,-0.032494925,-0.028105725,-0.008859675,-0.00870886,-0.004476398,0.0029426669,0.0029122445,0.0060886843,0.00515581,0.02786437,0.013506267,0.010333561,-0.0015297225,-0.014041517,-0.007910421,-0.013794117,-0.016434025,-0.020717438,-0.020979952,-0.032134116,-0.0032928716,-0.010051282,-0.014777237,0.0046857344,0.01822534,0.032714553,0.027446847,0.019038118,0.031846773,0.059101187,0.06771729,0.05266453,0.047037657,0.015215736,0.004424466,0.0010102009,0.007761416,0.0060741585,-0.0046342313,0.006276693,0.0074843685,-0.0043256483,-0.0144134015,-0.029937252,-0.02676608,-0.0378528,-0.045399606,-0.044112936,-0.04994202,-0.054288886,-0.06514234,-0.056942422,-0.07163656,-0.054571126,-0.06380246,-0.0755721,-0.07055557,-0.0688864,-0.054088272,-0.039011683,-0.030089248,-0.033086326,-0.030530445,-0.041675862,-0.041226756,-0.033217393,-0.027001126,-0.02883662,-0.029122796,-0.024714654,-0.028193623,-0.019563815
0.0,-0.003949457,-0.0031211856,-0.030484231,-0.045224305,-0.044049565,-0.04548572,-0.06260854,-0.07153718,-0.066056654,-0.06359988,-0.05996959,-0.07489596,-0.072664924,-0.0838757,-0.09135816,-0.09939893,-0.09688376,-0.08431482,-0.089872986,-0.074240476,-0.070257135,-0.083066896,-0.08774012,-0.07943018,-0.07004287,-0.08429626,-0.07004543,-0.07620223,-0.050905444,-0.06370436,-0.066611744,-0.08302932,-0.05785942,-0.04309907,-0.05452258,-0.05726675,-0.056776926,-0.058952402,-0.053631045,-0.046144232,-0.030622493,-0.009190962,-0.012661414,-0.020759907,-0.015105596,-0.013983855,-0.009937102,-0.029828789,-0.03456742,-0.029488582,-0.04471004,-0.0381204,-0.061690163,-0.06672415,-0.057334483,-0.05343342,-0.048717584,-0.053748205,-0.04940423,-0.042151242,-0.0367907,-0.037942037,-0.034402896,-0.036432177,-0.031603556,-0.04727538,-0.05286729,-0.032611735,-0.019588789,-0.014962161,0.014111923,0.008874444,0.0017975527,-0.018067945,-0.014201302,-0.031081157,-0.03833854,-0.042779278,-0.041917913,-0.040583473,-0.05150176,-0.052751463,-0.032422975,-0.039663024,-0.041928407,-0.03975676
0.0,0.000894377,0.0020182703,-0.024491146,-0.025083259,-0.019924384,-0.023733566,-0.03675574,-0.052081645,-0.047833472,-0.035264626,-0.03689726,-0.04010367,-0.03474313,-0.043384004,-0.034006562,-0.019739106,-0.008326815,-0.009950119,-0.017046537,-0.01056653,-0.010566916,-0.004659621,-0.002126545,-0.003461764,0.008610958,0.008376507,0.019025493,0.0060985135,0.01179415,0.01715782,0.034871135,0.02409805,0.020496473,0.048164546,0.036260832,0.031536072,0.05997002,0.07805218,0.08159354,0.09728955,0.09769361,0.09741824,0.09128224,0.10301588,0.107139066,0.122388914,0.15140764,0.15028013,0.15220223,0.15406555,0.15782484,0.17147014,0.19094145,0.17844774,0.1922164,0.18794306,0.18686026,0.18281561,0.18815105,0.20612851,0.19996063,0.20197673,0.2041169,0.20445003,0.2042193,0.20072493,0.1897884,0.17609249,0.16119003,0.16752289,0.15971595,0.15795515,0.1741927,0.18132444,0.18107484,0.17690174,0.16776095,0.16569388,0.17385969,0.1859237,0.19636062,0.19917354,0.20945327,0.22108172,0.22703053,0.22328554
0.0,-0.003932951,0.018298754,0.013926862,0.0376876,0.04263699,0.051727798,0.045551404,0.037109785,0.0510125,0.029191487,0.027961316,0.047251035,0.06590706,0.0793187,0.082940385,0.07084052,0.06557668,0.067872696,0.052874662,0.060747806,0.07353527,0.07621065,0.06196685,0.057241883,0.04297658,0.050217673,0.052061327,0.0520692,0.07424057,0.08667039,0.09120605,0.08783186,0.0634956,0.064810336,0.093732744,0.09257693,0.10243692,0.11658074,0.09602833,0.08914285,0.08781962,0.08810263,0.07204856,0.069775775,0.06127936,0.05044838,0.041111723,0.062356964,0.071835056,0.081706844,0.07534337,0.07938592,0.10880892,0.13887,0.12280045,0.11148148,0.10472787,0.103471845,0.099192105,0.11407386,0.12968454,0.10345404,0.109706774,0.11427114,0.12097671,0.13023376,0.13052775,0.13075884,0.13316628,0.13104573,0.14965264,0.17175096,0.16493268,0.16528541,0.16736247,0.17810437,0.17462897,0.17770374,0.19305582,0.18009469,0.17960532,0.1749984,0.19537199,0.21993506,0.23255116,0.2291896
0.0,-0.0019100526,0.0073866756,0.0049037924,0.004189236,0.002257872,0.012985997,0.01307052,0.021190207,0.034111664,0.038739778,0.047022477,0.042658847,0.04075188,0.051536757,0.052021414,0.049389873,0.045901354,0.05792965,0.080621585,0.080738395,0.093387544,0.12859333,0.11782443,0.123860754,0.118713,0.0978941,0.10682804,0.09145051,0.07802898,0.08589121,0.07938343,0.07871842,0.06970757,0.062443193,0.074469626,0.06475792,0.058185253,0.09093525,0.08040608,0.083280444,0.06118391,0.06942838,0.072056055,0.102533154,0.09477113,0.09719954,0.11561229,0.09767202,0.098116025,0.09505483,0.10634991,0.1047106,0.108600795,0.089586146,0.07078883,0.09159175,0.09041741,0.08852951,0.09196528,0.105345145,0.104828976,0.12396358,0.13409804,0.1320221,0.12947455,0.121513404,0.10270939,0.09520196,0.09347432,0.086652234,0.08390417,0.09001892,0.090668194,0.121023476,0.13004813,0.123013206,0.112776555,0.12646845,0.13004705,0.13949697,0.14096743,0.13624957,0.122719735,0.112035856,0.11933455,0.12077393
0.0,-0.0045058927,-0.017100088,-0.03126511,-0.039094184,-0.043058373,-0.06832428,-0.06648373,-0.061773755,-0.07447533,-0.10384825,-0.10829697,-0.10430474,-0.109710924,-0.12435996,-0.12524104,-0.1393801,-0.14954509,-0.14626968,-0.13753238,-0.1392981,-0.13702345,-0.12808366,-0.13799739,-0.1488932,-0.14810273,-0.1508391,-0.14255483,-0.14788297,-0.14348729,-0.17495692,-0.16495337,-0.17178188,-0.16589186,-0.16121581,-0.14108042,-0.15071227,-0.13636336,-0.14894709,-0.15013921,-0.15909453,-0.15134373,-0.15314417,-0.12547447,-0.1329887,-0.13267869,-0.15287593,-0.1653775,-0.17841896,-0.18626119,-0.19703215,-0.18869965,-0.19202085,-0.20249276,-0.20556219,-0.18566847,-0.18517813,-0.18366072,-0.19713071,-0.19250293,-0.1979779,-0.19870694,-0.18839917,-0.1862816,-0.18178637,-0.17665966,-0.17727014,-0.15354699,-0.15083152,-0.14249362,-0.13895063,-0.13922483,-0.14121939,-0.16641931,-0.17703183,-0.19461688,-0.20085393,-0.19267896,-0.19084886,-0.21277754,-0.21755579,-0.22744097,-0.22502188,-0.20607148,-0.20008516,-0.18827614,-0.1777384
0.0,0.005446656,0.01658455,0.014889392,0.031850204,0.044530887,0.045474898,0.04348159,0.037328966,0.05434481,0.0461146,0.060977645,0.06809005,0.06409885,0.060497195,0.063881844,0.060523465,0.056043714,0.07108456,0.07511591,0.09034709,0.08756933,0.08626662,0.09231806,0.09548429,0.06954959,0.0688645,0.06942106,0.057553872,0.05117253,0.053803496,0.073670484,0.081695266,0.0648597,0.057203438,0.061993506,0.06467527,0.065426625,0.08425404,0.08506084,0.07177256,0.06535348,0.06691852,0.062029846,0.06316678,0.06607238,0.05849941,0.03042063,0.01152757,0.0060912827,0.0036073844,0.010354426,0.009516215,0.024372905,0.028792262,0.03652212,0.009759838,0.028254852,0.03855543,0.04411366,0.049689364,0.062144868,0.06130852,0.053339064,0.048502292,0.058093715,0.06001537,0.04043576,0.035494655,0.037869792,0.04692819,0.054452136,0.04627584,0.04108434,0.05804461,0.07259369,0.07675846,0.06985656,0.07453176,0.07226079,0.070741564,0.081996754,0.08694799,0.08188885,0.09142937,0.114658475,0.12000202
0.0,0.009025733,0.002463366,0.016019639,0.020301748,0.030086908,0.011401819,0.014517441,0.032573536,0.026852077,0.02612928,0.027417475,0.028123364,0.03805701,0.024957728,0.01728356,0.012970274,0.00929091,-0.0059387516,-0.011590466,-0.020061966,-0.005774757,-0.015139966,-0.02743695,-0.029700812,-0.028322184,-0.044108905,-0.043906,-0.051235013,-0.05808769,-0.06908097,-0.042075157,-0.07001395,-0.05585726,-0.021049425,-0.043115646,-0.049683336,-0.043962326,-0.02911324,-0.023356095,-0.012100222,-0.0133506805,-0.009958332,0.010113748,-0.016381016,-0.0043106023,-0.024276864,-0.040310185,-0.052298337,-0.051092647,-0.062357605,-0.035958875,-0.034015533,-0.04239905,-0.048168838,-0.06753166,-0.07362404,-0.07785523,-0.07856741,-0.0803382,-0.07895216,-0.059600018,-0.053284157,-0.04836263,-0.022898,-0.013101034,-0.009743391,-0.016579147,-0.011194336,-0.005704511,-0.021026947,-0.040886123,-0.039853416,-0.046347238,-0.05273691,-0.03213264,-0.021704517,-0.0022926051,0.0055879224,0.0020753094,0.022861077,0.030925415,0.04386812,0.030624934,0.03064025,0.0053348467,0.006818238
